#{"t_start": 1734875838.1054213, "env_id": "Walker2d-v4"}
r,l,t
3981.765965,1000,11.214391
1947.714766,517,18.020745
2083.778092,527,25.844761
2772.504084,677,39.667046
3844.284315,1000,54.233619
2978.063046,729,61.464898
3980.099197,1000,76.02587
2573.660695,663,84.134603
2629.786769,686,102.683389
1187.22356,324,103.378047
3959.711865,943,117.788715
3967.916419,1000,132.142096
4038.258528,1000,146.60632
3920.119765,1000,161.26277
4018.560793,1000,176.025261
4081.959101,1000,196.406066
1262.271784,322,202.831428
1743.519575,440,210.621247
1200.674447,313,211.305232
3987.075353,1000,225.818201
3959.364737,1000,240.554213
4105.819605,1000,255.403868
4214.085896,1000,270.051804
1300.487466,348,277.348362
1253.86932,342,281.101874
2918.573007,690,295.146604
4013.81424,1000,309.835722
4064.36241,1000,324.677661
1660.863095,453,325.634425
4001.569334,1000,340.381831
2156.968105,553,348.164042
2263.127415,580,361.782022
1705.246855,435,362.863703
1958.569332,485,375.12286
2846.775812,682,389.010199
1550.215656,410,396.136537
3070.081957,734,404.262851
2217.9739,570,411.351177
1293.502791,343,418.83177
4009.364963,1000,433.338154
1674.951326,424,439.977476
3921.305083,1000,448.838673
3722.267764,912,463.172088
4021.577385,1000,482.517092
4114.650012,1000,497.086208
1708.262049,441,504.754369
2920.650944,708,511.985987
1670.282274,447,519.721017
3683.746472,839,533.996571
2156.254877,548,540.901349
2255.804058,561,548.848092
4057.472643,1000,566.618248
3510.922279,824,580.854326
3134.808467,804,589.38572
3953.484308,1000,603.961941
2746.16686,661,611.066767
4119.253389,975,625.546108
1220.32771,339,633.014884
1376.62256,358,639.449908
2922.21675,703,647.693695
4119.193162,1000,665.070273
4007.251192,1000,679.775182
1807.785518,450,686.979739
2548.334533,622,694.569679
1637.736152,410,701.88456
1782.889159,459,708.913375
4114.777518,1000,723.595813
440.686503,146,723.908754
3506.754934,884,738.320842
2127.209198,535,746.151989
2163.146914,531,756.754434
4156.375962,1000,771.535367
3149.254165,732,779.433813
1356.713391,360,786.535009
3324.688453,796,794.34613
4117.87694,1000,808.878225
4176.525569,983,823.500896
3731.953181,892,837.998564
3295.298422,829,855.889521
3728.445209,902,864.393477
2762.698935,670,878.201668
1382.200834,359,878.945171
4115.932368,1000,893.615367
2745.535882,665,907.514408
4026.45661,1000,922.136595
3652.361846,869,930.723146
3941.094467,1000,950.375722
3937.902861,1000,964.994838
3679.770934,884,979.269802
4037.618301,1000,993.824683
4066.615885,1000,1008.360142
3571.904696,874,1022.642494
2727.318136,668,1034.577455
3998.061359,1000,1049.256851
4047.343648,1000,1063.704136
2768.873317,662,1071.846488
1799.612647,459,1078.531132
4017.9393,1000,1093.094469
3936.006453,938,1107.484216
4197.601213,1000,1122.032713
2352.036308,573,1134.424238
4138.156552,1000,1148.930294
2340.005325,582,1156.908377
2216.090697,567,1163.836337
289.199111,112,1164.080257
4239.746986,1000,1178.548586
4193.252532,1000,1193.124479
4032.916956,1000,1207.69195
4154.216926,1000,1228.338176
4271.496998,1000,1242.933553
4205.068457,1000,1257.756315
2285.04417,579,1264.680251
2332.725955,567,1272.651882
2866.668435,675,1286.643053
3266.291107,795,1294.363517
4244.256842,1000,1309.143668
2813.289593,666,1321.346343
4231.719729,1000,1335.86028
1885.231936,459,1343.618512
4003.684894,1000,1358.198745
4128.570766,1000,1372.89226
4071.788758,1000,1387.549798
2565.27518,623,1395.145483
4236.922671,1000,1415.339713
4174.339598,1000,1430.025284
4240.334029,1000,1444.82287
3348.692817,826,1459.35065
1021.823815,295,1459.973633
2832.194174,684,1474.024459
4193.619245,1000,1488.720697
4122.079496,988,1503.421926
4215.325288,1000,1523.478789
2923.145006,697,1531.316266
2264.239866,563,1539.161852
4241.818691,1000,1553.884738
1796.883527,473,1560.66626
4190.927324,1000,1575.203288
2419.092059,602,1583.246709
4014.464369,941,1597.629497
3061.591918,777,1610.385078
2167.278339,522,1617.242697
3393.782482,809,1631.373191
4112.869918,1000,1646.007384
3187.256273,766,1654.338819
2142.439591,536,1661.158617
3006.311549,722,1675.170009
1773.70408,451,1682.903175
4181.446595,1000,1702.529998
4198.00785,1000,1717.161585
3836.873497,910,1725.785944
4169.029947,1000,1740.369338
4088.248491,1000,1755.003024
4286.818152,1000,1769.682752
4231.316299,1000,1784.258709
4244.445325,993,1803.099092
4021.792573,1000,1817.609046
2923.923523,703,1831.534461
4283.709265,1000,1840.409576
4240.354565,1000,1854.980829
3637.538073,849,1869.297865
331.261014,127,1869.569783
2374.783636,579,1877.031899
4197.324474,1000,1897.201035
4057.562937,1000,1911.844286
2661.115741,631,1925.674118
1140.70379,298,1926.308738
1919.837321,478,1933.44856
1157.50597,296,1940.451247
800.165994,233,1940.948474
4164.846908,1000,1955.58216
4302.596698,1000,1970.238924
1059.307593,279,1977.271766
1323.880229,347,1982.830157
2174.334091,541,1990.142273
2547.103918,596,1997.701431
4290.767238,1000,2012.434242
1062.911582,306,2019.634386
4287.01282,1000,2034.454672
4155.611217,1000,2048.939696
4299.060727,1000,2063.461021
2878.055068,690,2076.79923
3298.757027,781,2090.783709
3410.191315,794,2098.257002
4247.109378,1000,2112.735728
4219.415689,1000,2127.244826
1759.192265,445,2134.878576
2774.291196,662,2141.981988
3943.200736,928,2156.360026
4261.535524,1000,2176.80011
3810.417153,887,2191.045892
4079.981712,993,2205.484959
4282.729452,1000,2220.000329
2118.598101,530,2227.033125
4190.021603,1000,2241.810487
4075.972565,962,2256.421021
4095.81764,1000,2276.484598
4231.878496,1000,2291.097799
4253.974993,1000,2305.641844
2500.813869,599,2313.382702
4178.532501,1000,2327.968821
4182.641095,977,2342.431739
4325.257941,1000,2350.204517
4311.178448,1000,2370.788412
4199.108659,984,2385.325596
4170.584099,1000,2399.832594
4314.438039,1000,2414.265763
4187.994938,1000,2428.826091
4302.650653,987,2443.297987
2588.21188,612,2456.36548
3309.895721,760,2470.356338
4285.565153,1000,2484.952438
1847.310514,479,2491.742975
4379.429958,1000,2506.520181
2792.09025,668,2514.525797
1884.723779,457,2521.669511
4219.304002,1000,2536.44752
1996.007109,518,2543.533962
3458.900072,811,2554.944471
4223.247719,1000,2569.483346
3319.257984,794,2583.666655
4387.588336,1000,2598.263393
4152.932422,1000,2612.793175
3478.802417,836,2621.304724
3398.086779,792,2635.387299
4232.654571,1000,2654.336978
3810.289113,880,2668.762894
4282.335494,1000,2683.175996
2691.984623,641,2691.325367
2375.117733,567,2698.336653
2920.941084,713,2706.456296
2614.644993,638,2720.153457
4288.464515,1000,2738.949695
4262.016661,1000,2753.334906
4188.287027,1000,2762.280792
3497.386148,821,2776.336239
4226.699321,1000,2790.843585
4246.943579,1000,2805.405754
1710.953814,428,2812.25722
4156.703478,1000,2832.147124
430.262271,143,2832.451567
4247.817107,1000,2846.961134
4243.863159,1000,2861.552718
3441.669815,817,2875.842934
4163.237785,1000,2890.4828
4220.820071,1000,2899.435447
4195.324147,1000,2913.920876
4234.330302,1000,2932.79787
4340.471337,1000,2947.487236
2047.09038,507,2955.215795
4331.606745,1000,2969.902045
1961.681279,482,2976.63423
4389.860293,1000,2991.237792
2401.517006,567,2998.120851
